filename,cure_sign,gtsrb_true,ch_id,ch_name,sev,pred,prob,correct
01_03_00_00_0001.bmp,3,9,0,ChallengeFree,0,15,0.258993,0
01_03_00_00_0002.bmp,3,9,0,ChallengeFree,0,15,0.395241,0
01_03_00_00_0003.bmp,3,9,0,ChallengeFree,0,13,0.358987,0
01_03_00_00_0004.bmp,3,9,0,ChallengeFree,0,15,0.366612,0
01_03_00_00_0005.bmp,3,9,0,ChallengeFree,0,16,0.143786,0
01_03_00_00_0006.bmp,3,9,0,ChallengeFree,0,15,0.165628,0
01_03_00_00_0007.bmp,3,9,0,ChallengeFree,0,13,0.23377,0
01_03_00_00_0008.bmp,3,9,0,ChallengeFree,0,13,0.292081,0
01_03_00_00_0009.bmp,3,9,0,ChallengeFree,0,13,0.337027,0
01_03_00_00_0010.bmp,3,9,0,ChallengeFree,0,13,0.241919,0
01_03_00_00_0011.bmp,3,9,0,ChallengeFree,0,41,0.229343,0
01_03_00_00_0012.bmp,3,9,0,ChallengeFree,0,15,0.298001,0
01_03_00_00_0013.bmp,3,9,0,ChallengeFree,0,13,0.214311,0
01_03_00_00_0014.bmp,3,9,0,ChallengeFree,0,41,0.241404,0
01_03_00_00_0015.bmp,3,9,0,ChallengeFree,0,13,0.191857,0
01_03_00_00_0016.bmp,3,9,0,ChallengeFree,0,15,0.326457,0
01_03_00_00_0017.bmp,3,9,0,ChallengeFree,0,15,0.404465,0
01_03_00_00_0018.bmp,3,9,0,ChallengeFree,0,15,0.322365,0
01_03_00_00_0019.bmp,3,9,0,ChallengeFree,0,15,0.366679,0
01_03_00_00_0020.bmp,3,9,0,ChallengeFree,0,15,0.417239,0
01_03_00_00_0021.bmp,3,9,0,ChallengeFree,0,15,0.56357,0
01_03_00_00_0022.bmp,3,9,0,ChallengeFree,0,15,0.298717,0
01_03_00_00_0023.bmp,3,9,0,ChallengeFree,0,15,0.316942,0
01_03_00_00_0024.bmp,3,9,0,ChallengeFree,0,15,0.310127,0
01_03_00_00_0025.bmp,3,9,0,ChallengeFree,0,15,0.248122,0
01_03_00_00_0026.bmp,3,9,0,ChallengeFree,0,15,0.477306,0
01_03_00_00_0027.bmp,3,9,0,ChallengeFree,0,15,0.632394,0
01_03_00_00_0028.bmp,3,9,0,ChallengeFree,0,15,0.539421,0
01_03_00_00_0029.bmp,3,9,0,ChallengeFree,0,15,0.527002,0
01_03_00_00_0030.bmp,3,9,0,ChallengeFree,0,15,0.551798,0
01_03_00_00_0031.bmp,3,9,0,ChallengeFree,0,15,0.443147,0
01_03_00_00_0032.bmp,3,9,0,ChallengeFree,0,15,0.530682,0
01_03_00_00_0033.bmp,3,9,0,ChallengeFree,0,15,0.557961,0
01_03_00_00_0034.bmp,3,9,0,ChallengeFree,0,15,0.581055,0
01_03_00_00_0035.bmp,3,9,0,ChallengeFree,0,15,0.54593,0
01_03_00_00_0036.bmp,3,9,0,ChallengeFree,0,15,0.438581,0
01_03_00_00_0037.bmp,3,9,0,ChallengeFree,0,15,0.48773,0
01_03_00_00_0038.bmp,3,9,0,ChallengeFree,0,15,0.578309,0
01_03_00_00_0039.bmp,3,9,0,ChallengeFree,0,15,0.784342,0
01_03_00_00_0040.bmp,3,9,0,ChallengeFree,0,15,0.854381,0
01_03_00_00_0041.bmp,3,9,0,ChallengeFree,0,15,0.753626,0
01_03_00_00_0042.bmp,3,9,0,ChallengeFree,0,15,0.744543,0
01_03_00_00_0043.bmp,3,9,0,ChallengeFree,0,15,0.673102,0
01_03_00_00_0044.bmp,3,9,0,ChallengeFree,0,15,0.478307,0
01_03_00_00_0045.bmp,3,9,0,ChallengeFree,0,15,0.504126,0
01_03_00_00_0046.bmp,3,9,0,ChallengeFree,0,15,0.610588,0
01_03_00_00_0047.bmp,3,9,0,ChallengeFree,0,15,0.511315,0
01_03_00_00_0048.bmp,3,9,0,ChallengeFree,0,15,0.627743,0
01_03_00_00_0049.bmp,3,9,0,ChallengeFree,0,15,0.734568,0
01_03_00_00_0050.bmp,3,9,0,ChallengeFree,0,15,0.633021,0
01_03_00_00_0051.bmp,3,9,0,ChallengeFree,0,15,0.593628,0
01_03_00_00_0052.bmp,3,9,0,ChallengeFree,0,15,0.670223,0
01_03_00_00_0053.bmp,3,9,0,ChallengeFree,0,15,0.581587,0
01_03_00_00_0054.bmp,3,9,0,ChallengeFree,0,15,0.634691,0
01_03_00_00_0055.bmp,3,9,0,ChallengeFree,0,15,0.618419,0
01_03_00_00_0056.bmp,3,9,0,ChallengeFree,0,15,0.295192,0
01_03_00_00_0057.bmp,3,9,0,ChallengeFree,0,15,0.340275,0
01_03_00_00_0058.bmp,3,9,0,ChallengeFree,0,9,0.220483,1
01_03_00_00_0059.bmp,3,9,0,ChallengeFree,0,9,0.193188,1
01_03_00_00_0060.bmp,3,9,0,ChallengeFree,0,9,0.189977,1
01_03_00_00_0061.bmp,3,9,0,ChallengeFree,0,15,0.300882,0
01_03_00_00_0062.bmp,3,9,0,ChallengeFree,0,9,0.209667,1
01_03_00_00_0063.bmp,3,9,0,ChallengeFree,0,9,0.281881,1
01_03_00_00_0064.bmp,3,9,0,ChallengeFree,0,15,0.23936,0
01_03_00_00_0065.bmp,3,9,0,ChallengeFree,0,15,0.444808,0
01_03_00_00_0066.bmp,3,9,0,ChallengeFree,0,15,0.25531,0
01_03_00_00_0067.bmp,3,9,0,ChallengeFree,0,15,0.4679,0
01_03_00_00_0068.bmp,3,9,0,ChallengeFree,0,15,0.407072,0
01_03_00_00_0069.bmp,3,9,0,ChallengeFree,0,15,0.439433,0
01_03_00_00_0070.bmp,3,9,0,ChallengeFree,0,15,0.256179,0
01_03_00_00_0071.bmp,3,9,0,ChallengeFree,0,41,0.18683,0
01_03_00_00_0072.bmp,3,9,0,ChallengeFree,0,15,0.245704,0
01_03_00_00_0073.bmp,3,9,0,ChallengeFree,0,15,0.229296,0
01_03_00_00_0074.bmp,3,9,0,ChallengeFree,0,41,0.195096,0
01_03_00_00_0075.bmp,3,9,0,ChallengeFree,0,15,0.177144,0
01_03_00_00_0076.bmp,3,9,0,ChallengeFree,0,9,0.202574,1
01_03_00_00_0077.bmp,3,9,0,ChallengeFree,0,9,0.241667,1
01_03_00_00_0078.bmp,3,9,0,ChallengeFree,0,9,0.228157,1
01_03_00_00_0079.bmp,3,9,0,ChallengeFree,0,9,0.180409,1
01_03_00_00_0080.bmp,3,9,0,ChallengeFree,0,15,0.168239,0
01_03_00_00_0081.bmp,3,9,0,ChallengeFree,0,9,0.174484,1
01_03_00_00_0082.bmp,3,9,0,ChallengeFree,0,15,0.145287,0
01_03_00_00_0083.bmp,3,9,0,ChallengeFree,0,8,0.112524,0
01_03_00_00_0084.bmp,3,9,0,ChallengeFree,0,9,0.156441,1
01_03_00_00_0085.bmp,3,9,0,ChallengeFree,0,9,0.136271,1
01_03_04_01_0001.bmp,3,9,4,Darkening,1,15,0.295791,0
01_03_04_01_0002.bmp,3,9,4,Darkening,1,15,0.262705,0
01_03_04_01_0003.bmp,3,9,4,Darkening,1,15,0.320911,0
01_03_04_01_0004.bmp,3,9,4,Darkening,1,15,0.35148,0
01_03_04_01_0005.bmp,3,9,4,Darkening,1,13,0.173952,0
01_03_04_01_0006.bmp,3,9,4,Darkening,1,15,0.239809,0
01_03_04_01_0007.bmp,3,9,4,Darkening,1,41,0.264092,0
01_03_04_01_0008.bmp,3,9,4,Darkening,1,13,0.292069,0
01_03_04_01_0009.bmp,3,9,4,Darkening,1,13,0.299282,0
01_03_04_01_0010.bmp,3,9,4,Darkening,1,15,0.425149,0
01_03_04_01_0011.bmp,3,9,4,Darkening,1,41,0.333128,0
01_03_04_01_0012.bmp,3,9,4,Darkening,1,41,0.234369,0
01_03_04_01_0013.bmp,3,9,4,Darkening,1,41,0.259653,0
01_03_04_01_0014.bmp,3,9,4,Darkening,1,15,0.332275,0
01_03_04_01_0015.bmp,3,9,4,Darkening,1,15,0.388974,0
01_03_04_01_0016.bmp,3,9,4,Darkening,1,41,0.283315,0
01_03_04_01_0017.bmp,3,9,4,Darkening,1,15,0.327943,0
01_03_04_01_0018.bmp,3,9,4,Darkening,1,15,0.264991,0
01_03_04_01_0019.bmp,3,9,4,Darkening,1,15,0.468511,0
01_03_04_01_0020.bmp,3,9,4,Darkening,1,15,0.567511,0
01_03_04_01_0021.bmp,3,9,4,Darkening,1,15,0.572401,0
01_03_04_01_0022.bmp,3,9,4,Darkening,1,15,0.282067,0
01_03_04_01_0023.bmp,3,9,4,Darkening,1,15,0.409242,0
01_03_04_01_0024.bmp,3,9,4,Darkening,1,15,0.371678,0
01_03_04_01_0025.bmp,3,9,4,Darkening,1,15,0.354867,0
01_03_04_01_0026.bmp,3,9,4,Darkening,1,15,0.421509,0
01_03_04_01_0027.bmp,3,9,4,Darkening,1,15,0.548227,0
01_03_04_01_0028.bmp,3,9,4,Darkening,1,15,0.617147,0
01_03_04_01_0029.bmp,3,9,4,Darkening,1,15,0.570883,0
01_03_04_01_0030.bmp,3,9,4,Darkening,1,15,0.556244,0
01_03_04_01_0031.bmp,3,9,4,Darkening,1,15,0.555577,0
01_03_04_01_0032.bmp,3,9,4,Darkening,1,15,0.636063,0
01_03_04_01_0033.bmp,3,9,4,Darkening,1,15,0.703774,0
01_03_04_01_0034.bmp,3,9,4,Darkening,1,15,0.667442,0
01_03_04_01_0035.bmp,3,9,4,Darkening,1,15,0.530605,0
01_03_04_01_0036.bmp,3,9,4,Darkening,1,15,0.61339,0
01_03_04_01_0037.bmp,3,9,4,Darkening,1,15,0.698016,0
01_03_04_01_0038.bmp,3,9,4,Darkening,1,15,0.724173,0
01_03_04_01_0039.bmp,3,9,4,Darkening,1,15,0.797901,0
01_03_04_01_0040.bmp,3,9,4,Darkening,1,15,0.808184,0
01_03_04_01_0041.bmp,3,9,4,Darkening,1,15,0.737168,0
01_03_04_01_0042.bmp,3,9,4,Darkening,1,15,0.746076,0
01_03_04_01_0043.bmp,3,9,4,Darkening,1,15,0.748726,0
01_03_04_01_0044.bmp,3,9,4,Darkening,1,15,0.672924,0
01_03_04_01_0045.bmp,3,9,4,Darkening,1,15,0.748492,0
01_03_04_01_0046.bmp,3,9,4,Darkening,1,15,0.775465,0
01_03_04_01_0047.bmp,3,9,4,Darkening,1,15,0.762825,0
01_03_04_01_0048.bmp,3,9,4,Darkening,1,15,0.891997,0
01_03_04_01_0049.bmp,3,9,4,Darkening,1,15,0.808419,0
01_03_04_01_0050.bmp,3,9,4,Darkening,1,15,0.719924,0
01_03_04_01_0051.bmp,3,9,4,Darkening,1,15,0.593687,0
01_03_04_01_0052.bmp,3,9,4,Darkening,1,15,0.743305,0
01_03_04_01_0053.bmp,3,9,4,Darkening,1,15,0.646512,0
